title,text,rating,id,language,reviewer,location,cons,pros,url,datetime,reviewer_employee_type,job_work_and_life_balance_rating,compensation_and_benefits_rating,job_security_and_advancement_rating,management_rating,job_culture_rating
"Amazing manager, and easy to get in the routine ","Working for Airbnb with my manager was great, he was very kind and my job cleaning the house wasn’t hard, just tedious work and having to do the same cleaning every couple days or sometimes every other day. But it was definitely worth the money and my manager communicated with me well and if I had questions they were happy to help. It’s not hard to get in the roll of things.",5,1fmelfhv2u2h5802,en,Cleaning Manager,2731 N HWY 38,Just depends on how many people decide to book that week. The winter months were usually slow.,"I was by myself most of the time, you can just jam out to your own music and clean. Also kept me motivated, only have to work 2 hours a day if that, where I worked atleast. get a reasonable amount for",https://indeed.com/cmp/Airbnb/reviews/amazing-manager-and-easy-to-get-in-the-routine?id=10b116bdef2de89a,2021-12-08T00:00:00,Former Employee,5,5,1,5,5
Immature ,Immature work place with very few opportunities. People were very cliquish and mean. Nobody really cared. People slacked off and played nerf guns in the office. ,2,1fm1q9gmqu1a3802,en,Customer Service Representative,"Aurora, CO",,,https://indeed.com/cmp/Airbnb/reviews/immature?id=df02ffc22bb31a97,2021-12-03T00:00:00,Former Employee,3,3,2,1,1
Muy buena app para emprendedores,Es una app muy buena para.comenzar cualquier emprendimiento.,5,1fjcbke62u2hh800,es,Online Rental Property Management,Colombia,,,https://indeed.com/cmp/Airbnb/reviews/muy-buena-app-para-emprendedores?id=676153c8a3ae0541,2021-10-31T00:00:00,Current Employee,5,5,5,0,5
Recruiting ,"Awesome company! Airbnb is all about trust, transparency, and creating a sense belonging. Own your impact and make big decisions.

Leadership team is also great! ",5,1fiissd2ro2fs802,en,Recruiting ,"San Francisco, CA",,,https://indeed.com/cmp/Airbnb/reviews/recruiting?id=1fcc1e3725991fe9,2021-10-21T00:00:00,Former Employee,5,5,5,5,5
"Motivating leadership, they really make you feel like you are apart of the group.",Airbnb reached out to me to be a volunteer moderator for their Facebook Host page. I was hosting a house for over a year and had to deal with customer service a lot. So basically this position is unique in that the experience is gained in the field. ,5,1fgdrmi8epi92800,en,Host/Moderator ,"Kailua-Kona, HI",cant think of any,Learning Communication Skills,https://indeed.com/cmp/Airbnb/reviews/motivating-leadership-they-really-make-you-feel-like-you-are-apart-of-the-group?id=5cbe811a19969116,2021-09-25T00:00:00,Former Employee,5,5,5,5,5
Meeting exciting people from all over the world. ,"I am a people's person so I  get a chance to meet people from all over the world.
Some of them are  friendly and  some tolerate the host..
However my job is to make all of them comfortable, happy and keep them safe doing their stay.",4,1fgdjp9phhie4801,en,Host,504 16th street se,some guests are impossible to please 100%.,Tips and gifts from the guests,https://indeed.com/cmp/Airbnb/reviews/meeting-exciting-people-from-all-over-the-world?id=470c14c13f8dec56,2021-09-24T00:00:00,Current Employee,5,4,4,4,4
Its not a bad company to work for ,I for the most part loved working for Airbnb . nice flexible hours and good pay . Didn't have no complaints until the homeowners girlfriend came back from New Mexico and complaints started by her to the co host and they stopped paying me so now I'm trying to collect my $625.00 cleaning  for services not paid for in full without having to file in small claims court ,3,1fdhhe014s7l5802,en,General Cleaner,Crystal lake wichita ks ,Host complaints more then customers,Good pay and close to home,https://indeed.com/cmp/Airbnb/reviews/its-not-a-bad-company-to-work-for?id=f53cab591cd8989d,2021-08-20T00:00:00,Current Employee,3,1,1,3,3
They really try to stand out and have a creative way to solve problems. Work culture is very accepting and broad ,"Was not bad to work for, but not paid well. Had to deal with very difficult customers due to other mistakes made by agents in different locations and sometimes not even in English. ",2,1fdd79p1os7l5802,en,1 Agent,"Clearwater, FL",,,https://indeed.com/cmp/Airbnb/reviews/they-really-try-to-stand-out-and-have-a-creative-way-to-solve-problems-work-culture-is-very-accepting-and-broad?id=894855b3e82966a1,2021-08-18T00:00:00,Current Employee,3,1,2,4,4
Empresa agradável de trabalhar. Procupados com o bem estar dos empregados. Ambiente jovem.,"A parte mais agradável do meu trabalho é resolver os problemas dos clientes e deixa-los satisfeitos. 

Tem óptimos supervisores e gerentes.
A parte mais difícil do trabalho é o stress.
O ambiente de trabalho é agradável.
Meus colegas são de diversos paises, onde tenho a oportunidade de conversar em Inglês, Espanhol e outros idiomas.

Aprendi a resolver os problemas do clientes durante e depois das reservas. Visando deixar os clientes satisfeitos.
",5,1f9tlv0g8r82n801,pt,Teleoperador call center - Em teletrabalho,"Lisboa, Distrito de Lisboa",Stress e horários.,"Vale-refeição, pontualidade nos dias de pagamento.",https://indeed.com/cmp/Airbnb/reviews/empresa-agrad%C3%A1vel-de-trabalhar-procupados-com-o-bem-estar-dos-empregados-ambiente-jovem?id=11be0e7ef6aa592e,2021-07-06T00:00:00,Current Employee,5,5,5,5,5
Great sweet beginnings gone sour ,"I’m a couch-surfer at heart, so when I found out about Airbedandbreakfast, I was not entirely sold. Recently graduated and jobless, I decided to give the company a chance in 2011 and...I loved it! Everybody I met (for the most part) was sweet and genuine and believed in “The Mission”. However, as time went by, I felt myself fighting the plight to become a cog in the industrious and social-media driven machine—Efforts to improve workflows were overlooked, chaos seemed to reign in almost every project that was set forth, and Team Leads and Coordinators failed to address relevant points without complicating an issue further.

Of course, to add more salt to the wound, nevermind that you will also get to see that primal greedy side of people at all times (both company-wise and clients): Yeah, a client might be in the wrong here and there, but in truth, the website/app can be convoluted and depending on who tends to your case: Good Luck with getting a refund! As for my ex-teammates: Good luck with moving forward and/or repeating yourself relentlessly and/or disengaging or even apologizing for technological misgivings or misunderstandings which are out of your control. 

My greatest disappointment was being a part of the first Covid-19 related workflow overhaul. My Team and I were not clear on what to do most of the time (regardless of Leads stepping in and playing make-believe support). It was a poor attempt at dealing with a crisis, and sadly, it showed.  

After absolutely no heads-up at any given moment during the pandemic, my Team and many others disintegrated into Nothingness on May 5, 2020,

Yeah—Remote work *can* be great, but if you must constantly choose between your sanity and the job...is it really worth it? ",3,1f6hafjjihijc800,en,Case Manager,Remote,"Disorganized, hypocritical",Health benefits/insurance,https://indeed.com/cmp/Airbnb/reviews/great-sweet-beginnings-gone-sour?id=e8c9ca13d2057712,2021-05-25T00:00:00,Former Employee,3,4,3,1,2
